Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
69, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,31, White
84, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,20, White
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,96, White
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,34, White
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States,34, White
48, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male, United-States,34, White
53, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,25, White
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,40, White
22, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male, Mexico,20, Black
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,31, White
34, Private, 12th, Never-married, Adm-clerical, Unmarried, White, Female, United-States,33, White
43, Private, 1st-4th, Widowed, Prof-specialty, Unmarried, White, Female, Mexico,23, White
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,27, White
43, Private, Prof-school, Separated, Tech-support, Not-in-family, White, Male, Columbia,86, Asian-Pac-Islander
42, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female, United-States,71, Asian-Pac-Islander
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male, United-States,41, White
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, Greece,39, White
35, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Black, Male, United-States,46, White
49, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Unmarried, White, Female, United-States,41, White
28, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male, United-States,20, White
51, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,35, White
30, ?, Bachelors, Never-married, ?, Not-in-family, White, Female, United-States,47, White
19, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male, United-States,83, White
56, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,24, White
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,35, White
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,46, White
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,63, White
54, ?, HS-grad, Divorced, ?, Other-relative, White, Male, United-States,48, White
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States,21, White
68, Private, Some-college, Divorced, Priv-house-serv, Other-relative, White, Female, United-States,25, White
56, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States,32, White
23, ?, HS-grad, Never-married, ?, Not-in-family, White, Male, United-States,30, Black
69, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,28, White
41, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States,30, White
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States,42, White
18, Private, 11th, Never-married, Sales, Own-child, White, Female, Mexico,45, White
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male, Haiti,37, White
31, Private, 11th, Divorced, Handlers-cleaners, Other-relative, Black, Male, United-States,43, White
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,81, White
62, Private, 10th, Widowed, Handlers-cleaners, Not-in-family, White, Female, United-States,43, White
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,44, White
20, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,37, White
23, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male, United-States,23, White
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male, United-States,33, Black
53, ?, 7th-8th, Separated, ?, Not-in-family, White, Male, United-States,42, White
42, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,38, White
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,49, White
43, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female, United-States,29, White
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,34, White
53, Local-gov, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,44, White
28, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,24, White
28, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,43, White
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,44, White
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,42, Black
25, ?, 7th-8th, Never-married, ?, Not-in-family, White, Female, Mexico,24, Black
26, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female, United-States,33, White
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,38, White
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,39, White
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,64, White
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,22, Black
17, Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States,20, White
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,49, White
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,36, White
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States,49, Black
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,40, Black
24, ?, Bachelors, Never-married, ?, Not-in-family, White, Female, United-States,49, White
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,51, Asian-Pac-Islander
49, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,94, Other
20, ?, Some-college, Never-married, ?, Other-relative, White, Female, United-States,28, White
40, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,36, White
52, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,74, White
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,34, White
19, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male, United-States,45, White
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, Japan,22, White
21, State-gov, Some-college, Never-married, Tech-support, Own-child, White, Female, United-States,49, White
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,39, White
28, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,38, White
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,41, White
43, Private, Bachelors, Separated, Tech-support, Not-in-family, White, Male, United-States,26, White
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,20, Asian-Pac-Islander
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male, United-States,34, White
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, South,44, White
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,91, White
26, Private, Some-college, Separated, Sales, Other-relative, Black, Male, United-States,45, White
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,22, White
40, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female, United-States,30, Black
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,56, White
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,81, White
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,89, White
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, Philippines,22, White
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,34, White
27, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,27, White
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,84, White
62, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,27, White
47, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,34, White
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,46, White
33, ?, HS-grad, Never-married, ?, Unmarried, Black, Female, United-States,35, White
59, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male, United-States,23, White
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,30, White
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,80, White
58, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male, United-States,48, White
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States,43, White
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female, United-States,43, White
61, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,44, White
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,47, White
51, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,56, White
70, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female, United-States,49, White
55, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,54, White
29, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States,47, White
46, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female, United-States,23, White
35, Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, Philippines,21, White
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,88, White
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,81, Black
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,67, Amer-Indian-Eskimo
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male, United-States,48, White
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,71, Black
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,77, White
26, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,47, White
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,78, White
25, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States,34, White
33, ?, 7th-8th, Separated, ?, Not-in-family, White, Male, Guatemala,27, White
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,79, White
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,22, Black
68, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,28, White
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,96, White
